issue,hundreds,tens,ones
2017214,3,1,3
2017215,3,6,9
2017216,0,6,3
2017217,8,1,2
2017218,9,1,1
2017219,5,1,3
2017220,2,8,7
2017221,8,5,7
2017222,7,3,1
2017223,7,7,8
2017224,2,6,5
2017225,8,0,1
2017226,9,0,3
2017227,8,8,5
2017228,5,3,5
2017229,7,0,7
2017230,5,9,8
2017231,7,4,8
2017232,0,9,1
2017233,9,5,2
2017234,8,9,5
2017235,3,6,2
2017236,9,3,7
2017237,1,3,5
2017238,5,1,7
2017239,3,8,9
2017240,5,9,1
2017241,6,6,4
2017242,2,3,7
2017243,7,5,1
2017244,0,4,8
2017245,2,8,4
2017246,7,7,8
2017247,3,7,0
2017248,8,5,6
2017249,3,0,2
2017250,1,4,2
2017251,9,5,1
2017252,3,8,7
2017253,3,2,6
2017254,6,3,9
2017255,5,2,1
2017256,3,6,2
2017257,2,3,4
2017258,3,6,1
2017259,4,8,1
2017260,0,9,5
2017261,6,8,6
2017262,9,1,2
2017263,6,7,2
2017264,9,3,3
2017265,3,7,2
2017266,2,0,3
2017267,7,7,0
2017268,5,7,8
2017269,9,3,8
2017270,1,3,5
2017271,4,2,8
2017272,9,3,4
2017273,2,6,7
2017274,9,4,4
2017275,8,9,8
2017276,8,8,7
2017277,5,5,7
2017278,9,0,2
2017279,4,5,3
2017280,6,5,8
2017281,6,0,9
2017282,5,6,8
2017283,3,5,5
2017284,1,3,1
2017285,4,3,4
2017286,5,1,2
2017287,2,8,5
2017288,3,0,0
2017289,2,3,6
2017290,2,8,5
2017291,7,6,5
2017292,7,1,5
2017293,6,6,9
2017294,7,5,7
2017295,7,2,3
2017296,9,5,9
2017297,4,6,2
2017298,2,1,8
2017299,9,2,1
2017300,0,5,0
2017301,3,9,1
2017302,2,4,1
2017303,4,9,7
2017304,1,0,9
2017305,4,2,0
2017306,8,1,7
2017307,5,1,7
2017308,7,1,0
2017309,8,7,9
2017310,1,3,6
2017311,9,7,9
2017312,1,1,4
2017313,2,3,2
2017314,3,0,0
2017315,7,9,1
2017316,7,2,3
2017317,7,7,1
2017318,8,5,6
2017319,1,0,5
2017320,5,4,3
2017321,1,8,8
2017322,4,1,9
2017323,2,8,0
2017324,6,3,7
2017325,4,0,6
2017326,4,9,0
2017327,3,5,1
2017328,0,3,0
2017329,9,1,3
2017330,4,3,0
2017331,7,8,2
2017332,8,0,4
2017333,4,4,2
2017334,9,0,5
2017335,7,0,5
2017336,7,7,5
2017337,4,4,4
2017338,9,0,1
2017339,8,5,3
2017340,7,1,4
2017341,1,6,2
2017342,9,6,0
2017343,8,6,1
2017344,6,9,8
2017345,1,7,3
2017346,8,6,1
2017347,6,6,6
2017348,3,1,1
2017349,5,3,7
2017350,7,2,6
2017351,1,0,9
2017352,8,5,5
2017353,0,9,4
2017354,2,9,4
2017355,0,3,1
2017356,6,4,7
2017357,6,6,5
2017358,6,1,2
2018001,3,2,6
2018002,9,2,8
2018003,7,3,6
2018004,3,9,3
2018005,8,2,8
2018006,7,2,0
2018007,0,2,1
2018008,5,8,3
2018009,8,1,3
2018010,8,5,8
2018011,0,7,8
2018012,8,9,1
2018013,7,4,6
2018014,0,8,4
2018015,8,7,5
2018016,4,0,1
2018017,6,5,9
2018018,8,1,0
2018019,1,7,9
2018020,7,4,9
2018021,2,7,2
2018022,9,9,2
2018023,1,0,2
2018024,6,6,4
2018025,6,4,7
2018026,9,3,2
2018027,9,7,3
2018028,8,2,8
2018029,3,1,3
2018030,6,8,2
2018031,3,2,8
2018032,7,1,2
2018033,7,6,7
2018034,6,7,6
2018035,8,5,6
2018036,3,6,5
2018037,6,9,5
2018038,8,5,9
2018039,7,0,6
2018040,6,8,4
2018041,6,5,1
2018042,1,3,1
2018043,5,2,7
2018044,9,0,2
2018045,2,0,3
2018046,3,4,7
2018047,5,5,8
2018048,6,9,3
2018049,5,4,1
2018050,8,7,5
2018051,6,2,0
2018052,3,6,9
2018053,1,5,4
2018054,3,2,5
2018055,1,6,0
2018056,9,0,8
2018057,9,7,7
2018058,7,2,3
2018059,9,4,7
2018060,7,6,7
2018061,5,2,5
2018062,7,9,2
2018063,6,1,3
2018064,3,3,9
2018065,8,4,8
2018066,0,9,5
2018067,8,5,8
2018068,4,4,8
2018069,1,1,9
2018070,5,6,7
2018071,7,7,9
2018072,4,7,3
2018073,2,7,5
2018074,8,1,5
2018075,8,6,1
2018076,7,8,5
2018077,2,4,6
2018078,6,1,6
2018079,3,6,9
2018080,8,7,9
2018081,7,5,8
2018082,5,4,9
2018083,2,6,6
2018084,5,1,9
2018085,9,0,3
2018086,1,8,6
2018087,5,1,3
2018088,0,9,9
2018089,6,6,8
2018090,6,7,1
2018091,1,0,2
2018092,2,3,1
2018093,2,0,9
2018094,1,3,6
2018095,2,4,1
2018096,2,4,3
2018097,0,3,8
2018098,6,6,5
2018099,9,1,9
2018100,2,7,0
2018101,3,4,5
2018102,5,7,3
2018103,2,2,2
2018104,7,1,7
2018105,8,4,7
2018106,3,3,6
2018107,6,6,3
2018108,6,9,2
2018109,2,1,8
2018110,9,4,0
2018111,7,2,0
2018112,9,5,5
2018113,6,1,5
2018114,4,4,1
2018115,9,9,9
2018116,0,0,3
2018117,0,4,3
2018118,9,3,0
2018119,9,7,8
2018120,4,9,8
2018121,7,6,1
2018122,1,8,1
2018123,9,0,6
2018124,6,8,9
2018125,8,3,2
2018126,3,6,1
2018127,0,2,0
2018128,0,3,3
2018129,3,5,6
2018130,2,4,5
2018131,2,9,7
2018132,9,6,6
2018133,6,9,1
2018134,6,1,7
2018135,6,9,8
2018136,6,4,3
2018137,5,3,7
2018138,0,6,8
2018139,4,4,7
2018140,1,3,3
2018141,5,3,6
2018142,9,3,7
2018143,4,5,4
2018144,0,9,1
2018145,3,8,6
2018146,5,6,9
2018147,6,3,6
2018148,0,8,7
2018149,9,2,3
2018150,3,3,5
2018151,5,1,4
2018152,2,5,8
2018153,3,2,9
2018154,6,6,9
2018155,2,8,9
2018156,3,2,4
2018157,0,2,2
2018158,3,6,3
2018159,3,4,0
2018160,4,7,7
2018161,7,9,4
2018162,1,3,7
2018163,8,6,9
2018164,1,5,7
2018165,9,0,2
2018166,9,4,1
2018167,4,8,9
2018168,1,7,4
2018169,5,3,0
2018170,1,1,7
2018171,8,1,9
2018172,5,1,3
2018173,4,6,3
2018174,8,8,6
2018175,3,3,8
2018176,2,3,5
2018177,1,0,2
2018178,3,3,6
2018179,7,2,4
2018180,7,6,1
2018181,4,9,8
2018182,3,2,9
2018183,3,5,9
2018184,4,7,3
2018185,5,7,0
2018186,1,4,1
2018187,8,0,7
2018188,0,4,8
2018189,7,6,0
2018190,5,5,6
2018191,5,0,3
2018192,8,9,3
2018193,0,6,1
2018194,3,7,5
2018195,7,3,6
2018196,0,0,5
2018197,1,5,0
2018198,3,7,9
2018199,5,1,0
2018200,3,5,0
2018201,6,1,5
2018202,6,1,4
2018203,0,4,5
2018204,0,4,2
2018205,4,1,8
2018206,6,2,6
2018207,7,5,6
2018208,4,5,2
2018209,9,5,0
2018210,8,2,9
2018211,6,2,8
2018212,5,7,8
2018213,2,0,3
2018214,8,8,1
2018215,4,2,5
2018216,8,2,1
2018217,5,8,7
2018218,6,9,7
2018219,3,9,1
2018220,6,4,8
2018221,0,1,4
2018222,1,7,3
2018223,4,9,9
2018224,0,3,0
2018225,1,6,0
2018226,9,6,7
2018227,9,7,7
2018228,4,7,0
2018229,5,5,6
2018230,7,5,0
2018231,6,2,9
2018232,7,1,5
2018233,5,7,9
2018234,9,5,3
2018235,8,2,8
2018236,6,4,2
2018237,6,3,1
2018238,7,2,0
2018239,7,4,9
2018240,5,0,6
2018241,2,1,5
2018242,6,2,3
2018243,6,3,9
2018244,3,6,4
2018245,3,5,1
2018246,6,0,3
2018247,6,2,6
2018248,2,5,1
2018249,6,3,6
2018250,5,5,1
2018251,9,8,3
2018252,0,6,7
2018253,0,9,8
2018254,6,5,7
2018255,2,8,9
2018256,0,8,7
2018257,0,9,4
2018258,3,0,0
2018259,0,1,0
2018260,4,7,4
2018261,8,0,9
2018262,5,3,2
2018263,8,1,3
2018264,0,0,4
2018265,6,4,8
2018266,6,2,1
2018267,0,0,1
2018268,7,2,8
2018269,6,5,9
2018270,3,4,9
2018271,5,3,6
2018272,0,8,5
2018273,4,5,7
2018274,5,5,7
2018275,2,6,4
2018276,2,6,1
2018277,7,0,9
2018278,5,6,3
2018279,3,7,5
2018280,6,6,9
2018281,9,4,7
2018282,6,1,7
2018283,5,5,8
2018284,6,3,4
2018285,9,8,2
2018286,6,9,1
2018287,3,8,7
2018288,3,4,4
2018289,9,5,4
2018290,0,3,6
2018291,9,3,5
2018292,9,2,2
2018293,8,9,5
2018294,5,3,7
2018295,5,1,3
2018296,8,8,1
2018297,2,8,9
2018298,1,1,1
2018299,3,3,1
2018300,7,7,7
2018301,9,2,6
2018302,8,8,3
2018303,8,1,0
2018304,3,4,0
2018305,8,4,5
2018306,3,1,6
2018307,8,3,7
2018308,6,8,2
2018309,3,8,0
2018310,3,4,7
2018311,0,8,1
2018312,2,5,6
2018313,2,8,9
2018314,7,8,7
2018315,0,8,8
2018316,7,0,8
2018317,2,0,3
2018318,8,7,0
2018319,2,1,6
2018320,5,6,5
2018321,8,3,7
2018322,1,3,0
2018323,9,2,4
2018324,3,1,9
2018325,0,6,1
2018326,4,5,4
2018327,4,3,2
2018328,4,8,1
2018329,1,6,5
2018330,1,7,1
2018331,1,0,8
2018332,3,8,8
2018333,2,8,8
2018334,3,4,9
2018335,4,0,7
2018336,9,0,6
2018337,7,3,1
2018338,1,7,8
2018339,7,7,4
2018340,7,9,8
2018341,7,9,9
2018342,4,9,7
2018343,0,5,2
2018344,3,9,7
2018345,6,9,2
2018346,1,8,6
2018347,5,1,3
2018348,4,6,9
2018349,8,2,1
2018350,3,2,2
2018351,1,5,6
2018352,5,4,2
2018353,5,8,9
2018354,6,0,9
2018355,7,8,7
2018356,6,1,1
2018357,1,4,7
2018358,3,2,9
2019001,6,4,4
2019002,2,7,2
2019003,4,3,5
2019004,1,1,8
2019005,5,0,1
2019006,7,5,5
2019007,3,7,0
2019008,5,8,7
2019009,7,4,6
2019010,5,3,8
2019011,2,6,6
2019012,1,3,1
2019013,9,1,0
2019014,7,9,4
2019015,2,3,0
2019016,6,8,3
2019017,5,5,9
2019018,1,4,2
2019019,7,9,7
2019020,4,2,8
2019021,0,8,8
2019022,1,7,3
2019023,7,6,7
2019024,6,3,7
2019025,2,3,7
2019026,5,9,4
2019027,3,0,1
2019028,7,4,1
2019029,5,4,6
2019030,2,8,0
2019031,7,9,3
2019032,1,6,1
2019033,2,0,7
2019034,6,6,7
2019035,8,8,8
2019036,4,3,4
2019037,7,5,6
2019038,9,8,8
2019039,7,5,4
2019040,7,5,4
2019041,4,2,8
2019042,5,7,9
2019043,0,9,6
2019044,0,2,0
2019045,3,5,7
2019046,1,4,5
2019047,9,2,3
2019048,3,2,6
2019049,8,0,1
2019050,9,4,8
2019051,0,1,3
2019052,5,2,7
2019053,1,3,6
2019054,8,4,9
2019055,1,2,8
2019056,6,3,9
2019057,7,6,0
2019058,0,2,0
2019059,1,4,0
2019060,4,1,1
2019061,0,9,4
2019062,4,0,8
2019063,9,7,1
2019064,5,8,7
2019065,0,3,2
2019066,3,0,8
2019067,4,8,8
2019068,4,4,1
2019069,8,7,6
2019070,7,9,8
2019071,0,0,6
2019072,5,2,1
2019073,3,3,0
2019074,2,6,5
2019075,0,1,2
2019076,0,0,5
2019077,9,7,2
2019078,0,4,6
2019079,5,3,9
2019080,3,4,1
2019081,4,3,1
2019082,8,7,1
2019083,9,8,2
2019084,9,7,8
2019085,5,0,5
2019086,2,8,3
2019087,1,7,4
2019088,9,3,6
2019089,4,5,0
2019090,7,8,9
2019091,5,2,6
2019092,6,3,0
2019093,2,5,8
2019094,8,9,1
2019095,9,3,5
2019096,0,6,6
2019097,2,4,3
2019098,0,8,7
2019099,7,3,8
2019100,4,8,7
2019101,5,5,9
2019102,5,5,9
2019103,7,5,0
2019104,5,9,3
2019105,3,8,2
2019106,0,4,0
2019107,1,7,7
2019108,5,1,5
2019109,1,3,6
2019110,6,1,2
2019111,7,1,6
2019112,9,2,2
2019113,2,3,8
2019114,5,5,8
2019115,4,6,6
2019116,0,4,7
2019117,2,9,6
2019118,4,1,8
2019119,2,4,9
2019120,9,0,0
2019121,6,0,8
2019122,8,6,5
2019123,1,5,7
2019124,2,1,1
2019125,0,8,1
2019126,4,7,0
2019127,7,5,8
2019128,9,8,0
2019129,5,0,4
2019130,2,9,8
2019131,0,3,1
2019132,7,8,7
2019133,2,1,9
2019134,3,9,4
2019135,7,8,9
2019136,6,7,0
2019137,3,4,7
2019138,3,3,1
2019139,8,4,9
2019140,2,7,6
2019141,3,1,5
2019142,7,9,2
2019143,4,7,1
2019144,3,8,8
2019145,3,1,5
2019146,0,1,3
2019147,4,7,0
2019148,3,6,2
2019149,3,5,0
2019150,2,5,8
2019151,3,4,7
2019152,0,5,1
2019153,3,2,6
2019154,6,3,2
2019155,0,5,0
2019156,8,7,9
2019157,6,2,6
2019158,7,0,8
2019159,1,7,0
2019160,1,3,5
2019161,9,7,2
2019162,0,3,3
2019163,8,9,4
2019164,9,5,1
2019165,8,8,3
2019166,5,3,1
2019167,8,1,3
2019168,0,6,1
2019169,0,6,0
2019170,5,7,8
2019171,6,6,1
2019172,4,1,6
2019173,8,4,6
2019174,8,4,8
2019175,4,6,4
2019176,5,0,1
2019177,0,6,1
2019178,7,9,6
2019179,4,0,2
2019180,9,2,6
2019181,1,6,8
2019182,3,5,1
2019183,7,2,9
2019184,0,6,0
2019185,1,9,4
2019186,1,5,7
2019187,1,1,2
2019188,4,4,6
2019189,3,1,7
2019190,4,6,4
2019191,2,8,7
2019192,7,4,6
2019193,9,4,3
2019194,5,5,0
2019195,7,3,4
2019196,8,5,3
2019197,5,4,4
2019198,5,9,4
2019199,0,0,3
2019200,0,1,4
2019201,9,4,1
2019202,2,4,9
2019203,1,4,0
2019204,3,9,0
2019205,5,0,0
2019206,8,7,9
2019207,9,2,4
2019208,6,7,4
2019209,3,0,6
2019210,3,7,1
2019211,1,2,3
2019212,7,8,6
2019213,2,4,5
2019214,7,8,0
2019215,4,8,7
2019216,4,0,8
2019217,3,6,1
2019218,5,3,2
2019219,4,7,5
2019220,0,1,0
2019221,4,8,4
2019222,1,5,5
2019223,4,0,5
2019224,0,4,3
2019225,6,0,1
2019226,2,5,2
2019227,2,6,5
2019228,0,5,4
2019229,8,4,5
2019230,8,8,7
2019231,1,1,0
2019232,7,8,9
2019233,6,1,0
2019234,3,4,0
2019235,7,7,0
2019236,2,1,9
2019237,9,5,9
2019238,2,1,7
2019239,1,3,8
2019240,6,6,4
2019241,6,0,8
2019242,6,9,1
2019243,6,8,2
2019244,5,7,5
2019245,8,1,2
2019246,6,1,5
2019247,6,7,0
2019248,2,6,2
2019249,7,1,9
2019250,5,7,5
2019251,0,5,0
2019252,8,3,1
2019253,2,8,1
2019254,5,7,5
2019255,2,6,3
2019256,0,1,8
2019257,0,1,0
2019258,1,0,3
2019259,9,8,9
2019260,9,9,7
2019261,5,9,1
2019262,1,0,3
2019263,9,4,9
2019264,9,8,7
2019265,9,9,9
2019266,9,8,5
2019267,8,9,8
2019268,3,7,3
2019269,4,1,7
2019270,4,7,8
2019271,6,9,5
2019272,0,0,7
2019273,1,3,4
2019274,4,9,3
2019275,4,9,7
2019276,8,7,3
2019277,0,4,6
2019278,8,4,2
2019279,2,6,6
2019280,0,6,1
2019281,9,8,0
2019282,8,5,8
2019283,4,4,4
2019284,5,6,2
2019285,0,5,9
2019286,2,9,3
2019287,7,1,5
2019288,7,5,8
2019289,3,6,2
2019290,3,2,8
2019291,8,8,2
2019292,0,6,8
2019293,6,6,3
2019294,6,1,2
2019295,8,7,7
2019296,3,4,5
2019297,9,5,6
2019298,3,3,5
2019299,3,2,8
2019300,9,3,6
2019301,1,0,9
2019302,4,2,6
2019303,9,0,9
2019304,4,6,5
2019305,4,3,9
2019306,1,5,3
2019307,0,3,6
2019308,6,7,2
2019309,3,4,1
2019310,7,6,5
2019311,2,4,8
2019312,0,3,1
2019313,0,4,8
2019314,5,9,4
2019315,9,8,3
2019316,8,8,5
2019317,5,4,8
2019318,2,3,2
2019319,3,3,3
2019320,5,8,8
2019321,8,5,3
2019322,0,4,4
2019323,1,7,0
2019324,4,3,2
2019325,7,9,8
2019326,5,4,5
2019327,2,4,2
2019328,1,2,5
2019329,0,4,7
2019330,2,6,5
2019331,8,8,3
2019332,7,7,6
2019333,5,3,6
2019334,0,0,0
2019335,6,7,7
2019336,6,6,5
2019337,9,5,9
2019338,9,1,4
2019339,6,0,2
2019340,0,5,1
2019341,8,0,2
2019342,7,8,9
2019343,5,3,8
2019344,7,0,4
2019345,5,1,1
2019346,4,7,2
2019347,3,4,8
2019348,8,2,2
2019349,8,7,8
2019350,2,9,0
2019351,8,5,2
2020001,0,8,7
2020002,3,3,7
2020003,0,0,4
2020004,8,0,7
2020005,8,0,4
2020006,2,9,6
2020007,4,9,6
2020008,6,0,2
2020009,5,7,4
2020010,3,8,9
2020011,3,9,7
2020012,7,0,5
2020013,4,4,7
2020014,1,3,7
2020015,5,8,6
2020016,2,5,1
2020017,4,3,4
2020018,6,2,3
2020019,0,4,9
2020020,2,9,6
2020021,9,0,1
2020022,4,8,5
2020023,5,1,1
2020024,8,2,7
2020025,1,4,3
2020026,8,8,5
2020027,2,3,1
2020028,2,6,5
2020029,0,4,2
2020030,0,3,7
2020031,8,1,8
2020032,7,9,4
2020033,1,1,6
2020034,5,3,1
2020035,7,7,6
2020036,7,4,0
2020037,6,8,3
2020038,3,9,2
2020039,4,7,2
2020040,9,0,0
2020041,8,7,9
2020042,0,3,4
2020043,5,6,7
2020044,2,2,7
2020045,2,3,4
2020046,8,2,2
2020047,8,7,4
2020048,9,9,7
2020049,2,9,7
2020050,3,1,4
2020051,2,2,1
2020052,5,0,3
2020053,4,3,0
2020054,9,7,8
2020055,4,6,8
2020056,4,6,2
2020057,8,8,0
2020058,9,0,2
2020059,9,4,8
2020060,8,2,8
2020061,5,3,5
2020062,9,0,2
2020063,6,6,3
2020064,8,5,3
2020065,2,9,4
2020066,2,1,9
2020067,9,4,2
2020068,1,5,3
2020069,2,6,0
2020070,8,3,5
2020071,0,5,9
2020072,9,2,1
2020073,6,8,5
2020074,0,7,9
2020075,2,7,6
2020076,0,8,2
2020077,0,2,0
2020078,5,9,7
2020079,5,7,0
2020080,6,6,2
2020081,1,4,8
2020082,1,9,1
2020083,4,4,0
2020084,6,1,2
2020085,3,3,6
2020086,5,1,6
2020087,1,1,4
2020088,7,4,6
2020089,5,7,7
2020090,5,7,5
2020091,0,8,8
2020092,4,9,7
2020093,1,2,4
2020094,9,1,1
2020095,7,4,0
2020096,6,6,6
2020097,8,4,0
2020098,2,9,2
2020099,6,8,1
2020100,6,6,8
2020101,2,9,8
2020102,7,8,6
2020103,8,7,2
2020104,3,9,7
2020105,1,9,8
2020106,9,6,4
2020107,8,5,6
2020108,1,5,5
2020109,8,1,8
2020110,4,5,0
2020111,2,2,0
2020112,5,0,3
2020113,5,2,4
2020114,7,3,7
2020115,0,3,6
2020116,0,0,8
2020117,7,2,1
2020118,2,9,7
2020119,1,2,5
2020120,1,0,9
2020121,8,7,0
2020122,3,8,4
2020123,0,1,5
2020124,1,8,5
2020125,7,4,9
2020126,9,1,5
2020127,8,8,5
2020128,8,6,8
2020129,3,6,0
2020130,4,5,5
2020131,0,5,3
2020132,6,4,9
2020133,2,7,6
2020134,8,8,4
2020135,5,6,9
2020136,7,4,6
2020137,9,9,4
2020138,0,2,0
2020139,9,5,0
2020140,4,8,1
2020141,8,0,5
2020142,8,9,9
2020143,0,8,6
2020144,8,6,9
2020145,1,0,9
2020146,5,3,5
2020147,0,8,6
2020148,9,8,1
2020149,3,9,1
2020150,6,1,2
2020151,7,8,8
2020152,7,0,4
2020153,9,1,6
2020154,8,8,6
2020155,9,9,3
2020156,1,1,2
2020157,2,0,0
2020158,3,2,0
2020159,9,1,5
2020160,5,9,3
2020161,6,8,8
2020162,8,1,0
2020163,8,0,4
2020164,7,6,9
2020165,9,1,0
2020166,8,0,8
2020167,6,4,1
2020168,2,1,5
2020169,9,6,5
2020170,9,4,2
2020171,7,1,0
2020172,7,6,9
2020173,9,0,9
2020174,6,8,7
2020175,3,0,4
2020176,9,3,3
2020177,1,3,7
2020178,2,0,5
2020179,6,6,0
2020180,6,4,4
2020181,2,2,7
2020182,8,4,5
2020183,5,4,9
2020184,0,1,1
2020185,1,6,3
2020186,9,0,3
2020187,6,1,2
2020188,4,6,5
2020189,6,2,5
2020190,7,3,3
2020191,6,4,1
2020192,7,0,8
2020193,9,3,3
2020194,9,4,1
2020195,2,4,3
2020196,4,7,1
2020197,7,8,4
2020198,8,3,2
2020199,5,6,7
2020200,6,0,2
2020201,9,4,2
2020202,4,8,2
2020203,1,0,0
2020204,1,2,6
2020205,9,9,3
2020206,9,6,0
2020207,2,3,4
2020208,2,0,2
2020209,3,7,7
2020210,4,9,6
2020211,2,4,1
2020212,4,1,8
2020213,0,2,7
2020214,6,5,1
2020215,1,1,4
2020216,3,8,5
2020217,6,7,9
2020218,8,5,3
2020219,2,8,5
2020220,9,7,3
2020221,9,8,8
2020222,6,3,8
2020223,4,2,1
2020224,7,5,8
2020225,0,9,7
2020226,8,3,0
2020227,3,5,6
2020228,0,5,3
2020229,1,2,1
2020230,6,3,9
2020231,8,6,7
2020232,2,8,1
2020233,4,7,2
2020234,6,7,1
2020235,3,4,1
2020236,1,3,6
2020237,3,9,6
2020238,3,3,4
2020239,5,4,7
2020240,5,7,5
2020241,1,1,2
2020242,7,0,8
2020243,2,5,8
2020244,4,3,3
2020245,0,9,3
2020246,4,8,6
2020247,4,2,8
2020248,8,2,2
2020249,7,0,4
2020250,8,6,3
2020251,8,8,2
2020252,9,7,4
2020253,7,5,5
2020254,6,6,9
2020255,1,0,6
2020256,8,4,4
2020257,8,9,4
2020258,0,2,4
2020259,2,4,0
2020260,8,2,0
2020261,1,4,2
2020262,7,0,6
2020263,0,0,7
2020264,4,7,1
2020265,7,4,6
2020266,8,2,7
2020267,5,8,5
2020268,0,8,7
2020269,3,9,1
2020270,3,6,9
2020271,5,5,0
2020272,6,4,7
2020273,0,6,8
2020274,8,9,1
2020275,0,7,7
2020276,7,2,7
2020277,1,0,2
2020278,0,2,1
2020279,2,3,3
2020280,2,0,0
2020281,1,1,4
2020282,5,1,1
2020283,9,8,4
2020284,5,0,2
2020285,8,7,5
2020286,6,2,8
2020287,4,6,2
2020288,9,5,6
2020289,0,8,6
2020290,4,1,8
2020291,7,5,3
2020292,9,4,1
2020293,5,6,6
2020294,4,6,0
2020295,7,0,2
2020296,8,9,8
2020297,0,4,2
2020298,6,2,4
2020299,9,6,4
2020300,2,9,9
2020301,4,7,1
2020302,3,9,7
2020303,4,6,3
2020304,6,5,8
2020305,5,0,6
2020306,1,0,8
2020307,7,8,9
2020308,1,1,5
2020309,5,3,6
2020310,6,1,1
2020311,5,7,4
2020312,3,4,4
2020313,5,3,8
2021001,1,7,7
2021002,6,6,7
2021003,1,1,3
2021004,9,8,1
2021005,8,3,9
2021006,7,3,3
2021007,2,9,0
2021008,3,8,2
2021009,6,2,6
2021010,2,3,3
2021011,0,2,6
2021012,9,0,6
2021013,2,4,4
2021014,2,4,8
2021015,6,9,7
2021016,6,1,5
2021017,7,8,0
2021018,1,2,5
2021019,8,1,5
2021020,7,9,9
2021021,4,0,1
2021022,9,4,9
2021023,1,3,1
2021024,0,3,0
2021025,2,8,0
2021026,2,6,4
2021027,4,7,2
2021028,3,8,1
2021029,1,5,0
2021030,6,9,4
2021031,0,1,9
2021032,0,7,2
2021033,8,5,2
2021034,7,9,6
2021035,0,2,1
2021036,0,1,1
2021037,0,7,0
2021038,6,8,5
2021039,7,4,6
2021040,7,2,9
2021041,3,6,1
2021042,0,6,1
2021043,9,3,6
2021044,3,2,3
2021045,4,5,4
2021046,7,9,1
2021047,6,8,3
2021048,4,0,0
2021049,7,4,7
2021050,1,9,3
2021051,9,6,0
2021052,3,2,9
2021053,8,6,9
2021054,4,3,7
2021055,2,4,5
2021056,9,8,5
2021057,5,6,5
2021058,7,8,4
2021059,5,8,1
2021060,8,5,7
2021061,3,0,5
2021062,1,3,0
2021063,8,1,1
2021064,4,9,1
2021065,8,0,5
2021066,7,6,1
2021067,6,0,8
2021068,6,5,8
2021069,7,7,2
2021070,3,7,6
2021071,9,1,4
2021072,4,0,0
2021073,6,7,8
2021074,2,3,7
2021075,7,5,7
2021076,9,5,4
2021077,8,5,3
2021078,0,7,9
2021079,1,6,7
2021080,1,2,8
2021081,3,4,0
2021082,0,6,7
2021083,1,3,1
2021084,7,6,6
2021085,2,3,5
2021086,4,3,2
2021087,9,0,2
2021088,1,4,4
2021089,3,8,3
2021090,1,3,7
2021091,0,4,5
2021092,7,0,5
2021093,3,3,3
2021094,6,9,9
2021095,9,8,9
2021096,2,4,4
2021097,1,6,8
2021098,0,1,4
2021099,0,9,8
2021100,8,7,7
2021101,1,4,5
2021102,0,1,9
2021103,5,1,2
2021104,3,8,5
2021105,5,8,9
2021106,8,7,2
2021107,7,8,2
2021108,0,5,3
2021109,1,8,3
2021110,3,1,2
2021111,2,7,1
2021112,3,4,9
2021113,0,1,2
2021114,5,7,7
2021115,2,3,1
2021116,1,6,1
2021117,0,7,9
2021118,5,5,0
2021119,8,5,9
2021120,4,5,0
2021121,8,0,1
2021122,4,0,1
2021123,7,4,8
2021124,4,0,7
2021125,9,4,2
2021126,6,4,1
2021127,6,0,6
2021128,1,7,3
2021129,8,1,6
2021130,1,9,8
2021131,0,5,5
2021132,6,8,8
2021133,1,6,0
2021134,4,5,6
2021135,0,8,1
2021136,8,8,8
2021137,0,7,0
2021138,9,5,4
2021139,8,0,0
2021140,3,9,5
2021141,0,7,0
2021142,9,6,7
2021143,2,3,2
2021144,2,5,8
2021145,1,7,6
2021146,8,5,8
2021147,1,9,8
2021148,9,4,5
2021149,9,7,2
2021150,8,6,2
2021151,1,6,1
2021152,7,1,2
2021153,4,1,1
2021154,0,4,3
2021155,0,8,9
2021156,4,3,3
2021157,8,0,7
2021158,3,0,7
2021159,7,2,3
2021160,8,9,5
2021161,2,9,9
2021162,8,8,7
2021163,6,6,5
2021164,1,2,5
2021165,8,3,7
2021166,8,7,3
2021167,1,2,6
2021168,6,4,5
2021169,0,4,2
2021170,1,8,4
2021171,3,6,6
2021172,2,7,6
2021173,0,2,3
2021174,6,7,6
2021175,1,3,2
2021176,2,1,3
2021177,6,9,3
2021178,7,1,6
2021179,9,9,4
2021180,1,4,4
2021181,3,7,1
2021182,4,7,2
2021183,5,4,6
2021184,4,9,7
2021185,9,3,8
2021186,2,7,1
2021187,7,4,0
2021188,4,5,0
2021189,3,8,0
2021190,0,3,6
2021191,8,7,1
2021192,6,4,7
2021193,0,6,6
2021194,4,4,7
2021195,7,5,2
2021196,4,0,7
2021197,0,5,3
2021198,1,2,1
2021199,1,3,1
2021200,2,5,8
2021201,8,7,2
2021202,6,0,1
2021203,9,2,0
2021204,9,4,5
2021205,8,1,3
2021206,4,5,2
2021207,1,4,4
2021208,2,8,3
2021209,3,9,6
2021210,7,9,7
2021211,2,7,6
2021212,2,5,8
2021213,9,5,0
2021214,1,4,4
2021215,1,8,9
2021216,7,6,5
2021217,2,1,6
2021218,7,3,0
2021219,9,2,1
2021220,0,2,3
2021221,9,2,9
2021222,3,7,2
2021223,1,8,4
2021224,0,1,0
2021225,4,9,8
2021226,4,8,6
2021227,4,9,0
2021228,0,4,5
2021229,7,0,8
2021230,7,6,4
2021231,0,2,6
